"GEO_ID","NAME","B25077_001E","B25077_001M","B25077_001MA","B25077_001EA",
"Geography","Geographic Area Name","Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","Annotation of Margin of Error!!Median value (dollars)","Annotation of Estimate!!Median value (dollars)",
"1600000US0644350","Lower Lake CDP, California","234400","159114","null","null",
"1600000US0644364","Loyalton city, California","165900","9916","null","null",
"1600000US0644378","Loyola CDP, California","2,000,000+","***","***","2,000,000+",
"1600000US0644399","Lucas Valley-Marinwood CDP, California","1130500","53803","null","null",
"1600000US0644406","Lucerne CDP, California","226500","29131","null","null",
"1600000US0644420","Lucerne Valley CDP, California","167900","16562","null","null",
"1600000US0644574","Lynwood city, California","449300","7508","null","null",
"1600000US0644644","Lytle Creek CDP, California","388500","62079","null","null",
"1600000US0644672","Mabie CDP, California","-","**","**","-",
"1600000US0644700","McArthur CDP, California","156500","132935","null","null",
"1600000US0644760","McClellan Park CDP, California","-","**","**","-",
"1600000US0644770","McClenney Tract CDP, California","-","**","**","-",
"1600000US0644784","McCloud CDP, California","229200","21874","null","null",
"1600000US0644812","Macdoel CDP, California","-","**","**","-",
"1600000US0644826","McFarland city, California","201400","10968","null","null",
"1600000US0644830","McGee Creek CDP, California","-","**","**","-",
"1600000US0644910","McKinleyville CDP, California","339100","13862","null","null",
"1600000US0644924","McKittrick CDP, California","-","**","**","-",
"1600000US0645006","McSwain CDP, California","539200","33654","null","null",
"1600000US0645008","Madeline CDP, California","-","**","**","-",
"1600000US0645022","Madera city, California","255500","9793","null","null",
"1600000US0645050","Madera Acres CDP, California","263500","21773","null","null",
"1600000US0645054","Madera Ranchos CDP, California","342800","24117","null","null",
"1600000US0645064","Madison CDP, California","202000","111975","null","null",
"1600000US0645092","Mad River CDP, California","266100","33640","null","null",
"1600000US0645120","Magalia CDP, California","189300","17573","null","null",
"1600000US0645232","Malaga CDP, California","196600","26171","null","null",
"1600000US0645246","Malibu city, California","2,000,000+","***","***","2,000,000+",
"1600000US0645358","Mammoth Lakes town, California","497500","113658","null","null",
"1600000US0645386","Manchester CDP, California","313600","91587","null","null",
"1600000US0645400","Manhattan Beach city, California","2,000,000+","***","***","2,000,000+",
"1600000US0645414","Manila CDP, California","271600","15520","null","null",
"1600000US0645484","Manteca city, California","432100","6528","null","null",
"1600000US0645512","Manton CDP, California","343500","29570","null","null",
"1600000US0645680","March ARB CDP, California","-","**","**","-",
"1600000US0645736","Maricopa city, California","89400","52239","null","null",
"1600000US0645778","Marina city, California","593700","12960","null","null",
"1600000US0645806","Marina del Rey CDP, California","684600","394001","null","null",
"1600000US0645820","Marin City CDP, California","866200","61528","null","null",
"1600000US0645932","Mariposa CDP, California","279200","76502","null","null",
"1600000US0645988","Markleeville CDP, California","360500","72449","null","null",
"1600000US0646100","Martell CDP, California","-","**","**","-",
"1600000US0646114","Martinez city, California","653000","13891","null","null",
"1600000US0646170","Marysville city, California","228100","11124","null","null",
"1600000US0646223","Matheny CDP, California","109600","44264","null","null",
"1600000US0646226","Mather CDP, California","434400","27872","null","null",
"1600000US0646338","Maxwell CDP, California","149700","52237","null","null",
"1600000US0646400","Mayfair CDP, California","176400","19696","null","null",
"1600000US0646436","Mayflower Village CDP, California","697800","41966","null","null",
"1600000US0646492","Maywood city, California","481800","33382","null","null",
"1600000US0646520","Meadowbrook CDP, California","255300","62690","null","null",
"1600000US0646618","Meadow Valley CDP, California","261500","19686","null","null",
"1600000US0646632","Meadow Vista CDP, California","530600","49880","null","null",
"1600000US0646646","Mead Valley CDP, California","304300","33883","null","null",
"1600000US0646660","Mecca CDP, California","167600","11764","null","null",
"1600000US0646702","Meiners Oaks CDP, California","587500","93599","null","null",
"1600000US0646814","Mendocino CDP, California","-","**","**","-",
"1600000US0646828","Mendota city, California","202900","17046","null","null",
"1600000US0646842","Menifee city, California","371500","5772","null","null",
"1600000US0646870","Menlo Park city, California","2,000,000+","***","***","2,000,000+",
"1600000US0646884","Mentone CDP, California","340800","18439","null","null",
"1600000US0646898","Merced city, California","268600","7312","null","null",
"1600000US0646926","Meridian CDP, California","216700","58859","null","null",
"1600000US0647013","Mesa CDP, California","454300","48978","null","null",
"1600000US0647066","Mesa Verde CDP, California","90500","85766","null","null",
"1600000US0647086","Mesa Vista CDP, California","425000","104140","null","null",
"1600000US0647164","Mettler CDP, California","144400","23457","null","null",
"1600000US0647192","Mexican Colony CDP, California","67200","61344","null","null",
"1600000US0647206","Meyers CDP, California","474400","42050","null","null",
"1600000US0647332","Middletown CDP, California","439800","149393","null","null",
"1600000US0647374","Midpines CDP, California","265000","217307","null","null",
"1600000US0647430","Midway City CDP, California","583300","41470","null","null",
